datetime,open,high,low,close
2026-04-12 00:45:00,1.21098,1.21103,1.21094,1.21099
2026-04-12 00:30:00,1.21098,1.21103,1.21086,1.21101
2026-04-12 00:15:00,1.21086,1.21105,1.21083,1.21098
2026-04-12 00:00:00,1.21097,1.21102,1.21084,1.21084
2026-04-11 23:45:00,1.21098,1.21103,1.21076,1.21097
2026-04-11 23:30:00,1.21097,1.21104,1.21096,1.211
2026-04-11 23:15:00,1.21101,1.21112,1.21037,1.21098
2026-04-11 23:00:00,1.21092,1.21106,1.21088,1.211
2026-04-11 22:45:00,1.211,1.21105,1.21088,1.21092
2026-04-11 22:30:00,1.211,1.21105,1.21089,1.21103
2026-04-11 22:15:00,1.21099,1.21104,1.21097,1.21101
2026-04-11 22:00:00,1.211,1.21105,1.21081,1.21098
2026-04-11 21:45:00,1.21086,1.21105,1.21074,1.211
2026-04-11 21:30:00,1.21028,1.21105,1.21027,1.21089
2026-04-11 21:15:00,1.21042,1.21051,1.21027,1.21037
2026-04-11 21:00:00,1.21037,1.21051,1.21027,1.21042
2026-04-11 20:45:00,1.21043,1.21047,1.2103,1.21036
2026-04-11 20:30:00,1.21034,1.21049,1.21027,1.21045
2026-04-11 20:15:00,1.21043,1.21051,1.21025,1.21038
2026-04-11 20:00:00,1.21037,1.21045,1.21027,1.21043
2026-04-11 19:45:00,1.21042,1.21048,1.21029,1.21035
2026-04-11 19:30:00,1.21048,1.21067,1.21028,1.21044
2026-04-11 19:15:00,1.21043,1.21071,1.21027,1.21051
2026-04-11 19:00:00,1.21035,1.21084,1.21028,1.21043
2026-04-11 18:45:00,1.2104,1.21049,1.21026,1.21033
2026-04-11 18:30:00,1.21034,1.21059,1.21027,1.21042
2026-04-11 18:15:00,1.21043,1.2105,1.21027,1.21038
2026-04-11 18:00:00,1.21036,1.21047,1.21032,1.21043
2026-04-11 17:45:00,1.21043,1.21053,1.21024,1.21034
2026-04-11 17:30:00,1.21038,1.21052,1.21029,1.21045
2026-04-11 17:15:00,1.21058,1.21062,1.21028,1.21042
2026-04-11 17:00:00,1.21041,1.2106,1.21035,1.21057
2026-04-11 16:45:00,1.21055,1.21077,1.21031,1.21039
2026-04-11 16:30:00,1.21055,1.21061,1.21028,1.21055
2026-04-11 16:15:00,1.21056,1.21061,1.21053,1.21058
2026-04-11 16:00:00,1.2104,1.21061,1.21036,1.21058
2026-04-11 15:45:00,1.21047,1.21061,1.2103,1.21039
2026-04-11 15:30:00,1.21054,1.2106,1.21029,1.21045
2026-04-11 15:15:00,1.21056,1.21061,1.21041,1.21056
2026-04-11 15:00:00,1.21056,1.21062,1.21044,1.21058
2026-04-11 14:45:00,1.21064,1.21067,1.21053,1.21055
2026-04-11 14:30:00,1.21062,1.21071,1.21057,1.21065
2026-04-11 14:15:00,1.21065,1.21108,1.21057,1.21064
2026-04-11 14:00:00,1.21062,1.21069,1.21055,1.21067
2026-04-11 13:45:00,1.21065,1.21071,1.21055,1.21062
2026-04-11 13:30:00,1.21062,1.21071,1.21058,1.21065
2026-04-11 13:15:00,1.21077,1.21081,1.2105,1.21063
2026-04-11 13:00:00,1.21065,1.21081,1.21065,1.21078
2026-04-11 12:45:00,1.21066,1.21072,1.21058,1.21066
2026-04-11 12:30:00,1.21062,1.21072,1.21057,1.21065
2026-04-11 12:15:00,1.21067,1.21091,1.21058,1.21062
2026-04-11 12:00:00,1.2106,1.2107,1.21058,1.21069
2026-04-11 11:45:00,1.21065,1.21071,1.21057,1.21062
2026-04-11 11:30:00,1.21062,1.21071,1.21052,1.21065
2026-04-11 11:15:00,1.21066,1.2107,1.21059,1.21062
2026-04-11 11:00:00,1.21061,1.2107,1.21054,1.21068
2026-04-11 10:45:00,1.21065,1.21071,1.21058,1.21063
2026-04-11 10:30:00,1.21063,1.21071,1.21056,1.21065
2026-04-11 10:15:00,1.21068,1.21071,1.21057,1.21062
2026-04-11 10:00:00,1.21074,1.21126,1.21046,1.2107
2026-04-11 09:45:00,1.21072,1.21082,1.21057,1.21076
2026-04-11 09:30:00,1.21081,1.21096,1.21053,1.21071
2026-04-11 09:15:00,1.21079,1.21087,1.21076,1.21082
2026-04-11 09:00:00,1.21081,1.21105,1.21055,1.21082
2026-04-11 08:45:00,1.21078,1.21088,1.21056,1.21083
2026-04-11 08:30:00,1.2108,1.21086,1.21076,1.21078
2026-04-11 08:15:00,1.21077,1.21085,1.21075,1.2108
2026-04-11 08:00:00,1.21078,1.21102,1.2104,1.21079
2026-04-11 07:45:00,1.21069,1.21093,1.21049,1.21079
2026-04-11 07:30:00,1.21073,1.21085,1.21052,1.21069
2026-04-11 07:15:00,1.21074,1.2109,1.21054,1.21073
2026-04-11 07:00:00,1.21009,1.21094,1.20979,1.21075
2026-04-11 06:45:00,1.21112,1.2115,1.20911,1.21015
2026-04-11 06:30:00,1.21087,1.21115,1.21078,1.21114
2026-04-11 06:15:00,1.21123,1.21124,1.21078,1.21086
2026-04-11 06:00:00,1.21121,1.21131,1.21105,1.21124
2026-04-11 05:45:00,1.2113,1.21133,1.21096,1.21123
2026-04-11 05:30:00,1.21143,1.21154,1.2112,1.21131
2026-04-11 05:15:00,1.21135,1.21151,1.21131,1.21142
2026-04-11 05:00:00,1.2112,1.21139,1.21112,1.21134
2026-04-11 04:45:00,1.211,1.21125,1.21088,1.21123
2026-04-11 04:30:00,1.21102,1.21113,1.21079,1.21101
2026-04-11 04:15:00,1.21125,1.2114,1.21093,1.21101
2026-04-11 04:00:00,1.21123,1.21166,1.21116,1.21123
2026-04-11 03:45:00,1.2113,1.21145,1.21122,1.21126
2026-04-11 03:30:00,1.21125,1.2115,1.21108,1.21132
2026-04-11 03:15:00,1.21116,1.21131,1.21102,1.21125
2026-04-11 03:00:00,1.21125,1.2113,1.21092,1.21115
2026-04-11 02:45:00,1.21109,1.21149,1.21097,1.21126
2026-04-11 02:30:00,1.21111,1.21149,1.21085,1.21114
2026-04-11 02:15:00,1.21144,1.21156,1.21101,1.21111
2026-04-11 02:00:00,1.21135,1.2116,1.21116,1.21142
2026-04-11 01:45:00,1.21101,1.21139,1.21091,1.21136
