datetime,open,high,low,close
2026-04-12 00:45:00,1.65869,1.65876,1.65869,1.6587
2026-04-12 00:30:00,1.65869,1.65896,1.65866,1.65873
2026-04-12 00:15:00,1.65893,1.65894,1.65865,1.65871
2026-04-12 00:00:00,1.65871,1.65919,1.65866,1.65893
2026-04-11 23:45:00,1.6587,1.65921,1.65867,1.65871
2026-04-11 23:30:00,1.65872,1.65878,1.65866,1.65873
2026-04-11 23:15:00,1.65865,1.65926,1.65858,1.65874
2026-04-11 23:00:00,1.6588,1.65888,1.65864,1.65865
2026-04-11 22:45:00,1.65866,1.65905,1.65865,1.65881
2026-04-11 22:30:00,1.65866,1.65901,1.65864,1.65869
2026-04-11 22:15:00,1.65869,1.65875,1.65865,1.6587
2026-04-11 22:00:00,1.65866,1.6589,1.65864,1.65869
2026-04-11 21:45:00,1.6589,1.65907,1.65866,1.65866
2026-04-11 21:30:00,1.65859,1.65967,1.65824,1.65892
2026-04-11 21:15:00,1.6585,1.6588,1.65843,1.65862
2026-04-11 21:00:00,1.65857,1.6588,1.6584,1.65851
2026-04-11 20:45:00,1.65851,1.65876,1.6584,1.65858
2026-04-11 20:30:00,1.65866,1.65871,1.65842,1.65852
2026-04-11 20:15:00,1.65849,1.65907,1.65842,1.65868
2026-04-11 20:00:00,1.65857,1.65923,1.6584,1.65851
2026-04-11 19:45:00,1.65851,1.65867,1.65836,1.65857
2026-04-11 19:30:00,1.65852,1.65879,1.6583,1.65851
2026-04-11 19:15:00,1.65855,1.65874,1.65814,1.65855
2026-04-11 19:00:00,1.65859,1.65895,1.65823,1.65858
2026-04-11 18:45:00,1.65853,1.65912,1.65843,1.65859
2026-04-11 18:30:00,1.6586,1.65865,1.65824,1.65852
2026-04-11 18:15:00,1.65849,1.65909,1.6584,1.65862
2026-04-11 18:00:00,1.65864,1.6587,1.6584,1.65853
2026-04-11 17:45:00,1.6585,1.65878,1.65827,1.65864
2026-04-11 17:30:00,1.65854,1.65892,1.65834,1.65848
2026-04-11 17:15:00,1.65829,1.65867,1.65829,1.65857
2026-04-11 17:00:00,1.65853,1.6591,1.6583,1.65835
2026-04-11 16:45:00,1.65844,1.65902,1.65816,1.65853
2026-04-11 16:30:00,1.65831,1.65901,1.65824,1.65844
2026-04-11 16:15:00,1.65831,1.65879,1.65828,1.65834
2026-04-11 16:00:00,1.65854,1.65862,1.65826,1.65835
2026-04-11 15:45:00,1.65844,1.65878,1.65828,1.65853
2026-04-11 15:30:00,1.65837,1.65868,1.65829,1.65845
2026-04-11 15:15:00,1.65831,1.65861,1.65827,1.65839
2026-04-11 15:00:00,1.65831,1.65935,1.65828,1.65835
2026-04-11 14:45:00,1.65831,1.65844,1.65828,1.65832
2026-04-11 14:30:00,1.65836,1.65871,1.65829,1.65829
2026-04-11 14:15:00,1.65834,1.65888,1.65797,1.65838
2026-04-11 14:00:00,1.65831,1.65855,1.65827,1.65838
2026-04-11 13:45:00,1.6583,1.65862,1.65828,1.65832
2026-04-11 13:30:00,1.6583,1.65838,1.65828,1.65829
2026-04-11 13:15:00,1.65889,1.65953,1.65821,1.65831
2026-04-11 13:00:00,1.6583,1.65909,1.65829,1.65889
2026-04-11 12:45:00,1.6583,1.65863,1.65828,1.65838
2026-04-11 12:30:00,1.65832,1.65851,1.65827,1.65829
2026-04-11 12:15:00,1.65831,1.65859,1.65812,1.65832
2026-04-11 12:00:00,1.65832,1.65851,1.65828,1.65834
2026-04-11 11:45:00,1.65836,1.65844,1.65828,1.65834
2026-04-11 11:30:00,1.65831,1.65954,1.65824,1.65836
2026-04-11 11:15:00,1.6583,1.65852,1.65829,1.65831
2026-04-11 11:00:00,1.65831,1.6586,1.65828,1.65833
2026-04-11 10:45:00,1.6583,1.65851,1.65827,1.65834
