datetime,open,high,low,close
2026-04-12 00:30:00,159.261,159.27072,159.25885,159.26733
2026-04-12 00:00:00,159.2575,159.26794,159.25534,159.26407
2026-04-11 23:30:00,159.23359,159.2744,159.23149,159.25665
2026-04-11 23:00:00,159.24093,159.24787,159.23037,159.23695
2026-04-11 22:30:00,159.22177,159.24991,159.22005,159.23984
2026-04-11 22:00:00,159.20846,159.22867,159.20581,159.22532
2026-04-11 21:30:00,159.19141,159.21539,159.18991,159.20727
2026-04-11 21:00:00,159.1932,159.22265,159.18844,159.19509
2026-04-11 20:30:00,159.20273,159.20811,159.19004,159.19234
2026-04-11 20:00:00,159.19245,159.22849,159.18612,159.20552
2026-04-11 19:30:00,159.19094,159.20835,159.18755,159.19154
2026-04-11 19:00:00,159.19258,159.20931,159.18876,159.19411
2026-04-11 18:30:00,159.19445,159.2245,159.18928,159.19197
2026-04-11 18:00:00,159.20098,159.2185,159.19006,159.19717
2026-04-11 17:30:00,159.19276,159.2405,159.1889,159.20084
2026-04-11 17:00:00,159.19272,159.22421,159.18916,159.19503
2026-04-11 16:30:00,159.19107,159.21976,159.18865,159.19316
2026-04-11 16:00:00,159.19326,159.22185,159.18754,159.19274
2026-04-11 15:30:00,159.19731,159.20945,159.18912,159.19419
2026-04-11 15:00:00,159.19152,159.24845,159.18879,159.19869
2026-04-11 14:30:00,159.19842,159.3014,159.1899,159.19629
2026-04-11 14:00:00,159.19188,159.25711,159.18126,159.19929
2026-04-11 13:30:00,159.19277,159.21349,159.18908,159.19405
2026-04-11 13:00:00,159.19918,159.2504,159.18853,159.19295
2026-04-11 12:30:00,159.19221,159.20834,159.18751,159.20144
2026-04-11 12:00:00,159.19223,159.22004,159.189,159.19151
2026-04-11 11:30:00,159.19257,159.24249,159.19007,159.19548
2026-04-11 11:00:00,159.19308,159.21914,159.19039,159.19182
2026-04-11 10:30:00,159.19441,159.20462,159.18959,159.19653
2026-04-11 10:00:00,159.24399,159.25512,159.18869,159.19362
2026-04-11 09:30:00,159.24011,159.25486,159.21728,159.24556
2026-04-11 09:00:00,159.24346,159.25521,159.21617,159.24063
2026-04-11 08:30:00,159.2407,159.25549,159.21549,159.24547
2026-04-11 08:00:00,159.26078,159.26644,159.21615,159.24096
2026-04-11 07:30:00,159.26087,159.2736,159.23695,159.26432
2026-04-11 07:00:00,159.29938,159.30328,159.19199,159.26012
2026-04-11 06:30:00,159.30886,159.31224,159.26786,159.30185
2026-04-11 06:00:00,159.30361,159.32601,159.29045,159.30877
2026-04-11 05:30:00,159.28501,159.30954,159.2753,159.30566
2026-04-11 05:00:00,159.28328,159.30024,159.27296,159.28607
2026-04-11 04:30:00,159.2895,159.2949,159.24832,159.28485
2026-04-11 04:00:00,159.29783,159.33813,159.26636,159.29096
2026-04-11 03:30:00,159.26716,159.30685,159.24523,159.298
2026-04-11 03:00:00,159.27427,159.30867,159.26229,159.26888
2026-04-11 02:30:00,159.27257,159.34861,159.26893,159.27434
2026-04-11 02:00:00,159.23464,159.29824,159.2131,159.2772
2026-04-11 01:30:00,159.10569,159.23562,159.0891,159.23358
2026-04-11 01:00:00,159.14855,159.17239,159.05049,159.10988
2026-04-11 00:30:00,159.11035,159.22575,159.11006,159.15396
2026-04-11 00:00:00,159.19339,159.22438,159.10424,159.11435
2026-04-10 23:30:00,159.08986,159.19765,159.08986,159.19447
2026-04-10 23:00:00,159.16874,159.18175,159.07052,159.09633
2026-04-10 22:30:00,159.17125,159.17125,158.97622,159.16632
2026-04-10 22:00:00,159.17905,159.18963,159.13635,159.15835
2026-04-10 21:30:00,159.20207,159.2446,159.16625,159.17711
2026-04-10 21:00:00,159.19978,159.21278,159.18585,159.20696
2026-04-10 20:30:00,159.25069,159.25593,159.19765,159.19787
2026-04-10 20:00:00,159.25274,159.29458,159.22114,159.25361
2026-04-10 19:30:00,159.28691,159.29139,159.23639,159.25237
2026-04-10 19:00:00,159.32121,159.34418,159.22223,159.28975
2026-04-10 18:30:00,159.28398,159.33225,159.24855,159.321
2026-04-10 18:00:00,159.34276,159.34798,159.26573,159.2864
2026-04-10 17:30:00,159.23501,159.34301,159.23466,159.34301
2026-04-10 17:00:00,159.27154,159.32028,159.21167,159.23684
2026-04-10 16:30:00,159.34256,159.36528,159.18893,159.27312
2026-04-10 16:00:00,159.25612,159.34265,159.22729,159.34265
2026-04-10 15:30:00,159.26894,159.27675,159.22585,159.25699
2026-04-10 15:00:00,159.18834,159.26923,159.18705,159.26923
2026-04-10 14:30:00,159.15633,159.21128,159.14474,159.1908
2026-04-10 14:00:00,159.15644,159.15982,159.12838,159.15517
2026-04-10 13:30:00,159.15776,159.16696,159.12806,159.15648
2026-04-10 13:00:00,159.16643,159.17738,159.1395,159.15691
2026-04-10 12:30:00,159.17249,159.19396,159.11887,159.16868
2026-04-10 12:00:00,159.0601,159.18087,159.02496,159.1698
2026-04-10 11:30:00,159.1506,159.15831,159.03257,159.06017
2026-04-10 11:00:00,159.18999,159.23157,159.1439,159.15016
2026-04-10 10:30:00,159.22804,159.23891,159.17914,159.19596
2026-04-10 10:00:00,159.1049,159.2333,159.1049,159.22696
2026-04-10 09:30:00,159.08712,159.12983,159.06882,159.10956
2026-04-10 09:00:00,159.08959,159.12059,159.04916,159.08684
2026-04-10 08:30:00,159.02428,159.10165,159.00917,159.09244
2026-04-10 08:00:00,159.0052,159.02122,158.98224,159.02122
2026-04-10 07:30:00,158.99,159.0118,158.98929,159.00808
2026-04-10 07:00:00,158.99896,159.00569,158.95141,158.98913
2026-04-10 06:30:00,159.0434,159.07988,159.00138,159.00167
2026-04-10 06:00:00,159.08239,159.12887,159.03797,159.04301
2026-04-10 05:30:00,159.04702,159.08471,158.98441,159.08471
2026-04-10 05:00:00,159.00251,159.07421,158.97849,159.04658
2026-04-10 04:30:00,158.9384,159.03504,158.93166,159.00355
2026-04-10 04:00:00,158.77213,158.93959,158.76934,158.93934
2026-04-10 03:30:00,158.68981,158.79386,158.68933,158.77415
2026-04-10 03:00:00,158.75926,158.77122,158.68784,158.69206
2026-04-10 02:30:00,158.64764,158.76043,158.64552,158.76043
2026-04-10 02:00:00,158.87994,158.89525,158.64944,158.64944
2026-04-10 01:30:00,159.14892,159.17018,158.87263,158.88125
2026-04-10 01:00:00,159.20175,159.28977,159.1361,159.1549
2026-04-10 00:30:00,159.10917,159.24041,159.10394,159.20336
2026-04-10 00:00:00,159.08324,159.11937,159.00325,159.11488
2026-04-09 23:30:00,158.98065,159.09257,158.9283,159.07995
2026-04-09 23:00:00,159.01371,159.03482,158.88998,158.98657
2026-04-09 22:30:00,159.03841,159.10446,158.99344,159.014
2026-04-09 22:00:00,158.89732,159.04531,158.85132,159.03816
2026-04-09 21:30:00,158.98036,158.98511,158.83743,158.89676
2026-04-09 21:00:00,159.07284,159.08989,158.97015,158.98197
2026-04-09 20:30:00,159.0074,159.07876,159.00159,159.07031
2026-04-09 20:00:00,158.98705,159.01504,158.95821,159.0121
2026-04-09 19:30:00,158.97989,159.01994,158.96904,158.98568
2026-04-09 19:00:00,158.99852,159.05516,158.95199,158.98458
2026-04-09 18:30:00,159.08877,159.10617,158.98083,158.99692
2026-04-09 18:00:00,158.95155,159.096,158.91748,159.09148
2026-04-09 17:30:00,158.90343,158.97452,158.88171,158.95118
2026-04-09 17:00:00,158.80788,158.94084,158.7865,158.90558
2026-04-09 16:30:00,158.91275,158.92802,158.79508,158.80772
2026-04-09 16:00:00,158.84802,158.92933,158.81138,158.91537
2026-04-09 15:30:00,158.76059,158.8662,158.7569,158.84905
2026-04-09 15:00:00,158.73758,158.77697,158.73343,158.76246
2026-04-09 14:30:00,158.67046,158.74289,158.66841,158.73854
2026-04-09 14:00:00,158.75339,158.75775,158.64827,158.67183
2026-04-09 13:30:00,158.71787,158.8061,158.69666,158.75482
2026-04-09 13:00:00,158.73105,158.76501,158.71015,158.718
2026-04-09 12:30:00,158.80607,158.81341,158.70782,158.73279
2026-04-09 12:00:00,158.82233,158.8562,158.80105,158.80663
2026-04-09 11:30:00,158.91099,158.92501,158.80677,158.82591
2026-04-09 11:00:00,158.85423,158.95465,158.82649,158.9109
2026-04-09 10:30:00,158.70859,158.86001,158.691,158.85578
