datetime,open,high,low,close
2026-04-12 00:45:00,201.76004,201.7686,201.7573,201.75864
2026-04-12 00:30:00,201.76384,201.77263,201.75701,201.76396
2026-04-12 00:15:00,201.76384,201.7726,201.76111,201.7637
2026-04-12 00:00:00,201.7686,201.77732,201.76023,201.76272
2026-04-11 23:45:00,201.69047,201.77727,201.68782,201.7714
2026-04-11 23:30:00,201.69047,201.69913,201.68776,201.69471
2026-04-11 23:15:00,201.6775,201.69925,201.66793,201.69085
2026-04-11 23:00:00,201.6775,201.68629,201.67501,201.67616
2026-04-11 22:45:00,201.66068,201.67981,201.65795,201.67981
2026-04-11 22:30:00,201.63964,201.68347,201.63761,201.66514
2026-04-11 22:15:00,201.63964,201.64835,201.63697,201.64064
2026-04-11 22:00:00,201.61335,201.6484,201.61064,201.63815
2026-04-11 21:45:00,201.61335,201.62213,201.61082,201.61506
2026-04-11 21:30:00,201.52704,201.70391,201.52279,201.61789
2026-04-11 21:15:00,201.53114,201.58277,201.52614,201.52854
2026-04-11 21:00:00,201.53191,201.69003,201.52462,201.52963
2026-04-11 20:45:00,201.52875,201.56832,201.52265,201.53357
2026-04-11 20:30:00,201.55522,201.55925,201.52435,201.53324
2026-04-11 20:15:00,201.52832,201.64049,201.51301,201.55541
2026-04-11 20:00:00,201.52732,201.71865,201.5193,201.52696
2026-04-11 19:45:00,201.53036,201.53756,201.52277,201.52768
2026-04-11 19:30:00,201.52768,201.58496,201.52318,201.53459
2026-04-11 19:15:00,201.54786,201.56997,201.52668,201.53055
2026-04-11 19:00:00,201.52812,201.57766,201.51813,201.54691
2026-04-11 18:45:00,201.52746,201.60987,201.52589,201.52783
2026-04-11 18:30:00,201.53998,201.5468,201.52467,201.53126
2026-04-11 18:15:00,201.52761,201.7034,201.52418,201.54231
2026-04-11 18:00:00,201.5536,201.5567,201.52403,201.52711
2026-04-11 17:45:00,201.52929,201.58479,201.52019,201.55577
2026-04-11 17:30:00,201.52858,201.62938,201.52136,201.53248
2026-04-11 17:15:00,201.53127,201.53708,201.52617,201.53251
2026-04-11 17:00:00,201.53311,201.63853,201.52608,201.53145
2026-04-11 16:45:00,201.57589,201.72227,201.52495,201.53239
2026-04-11 16:30:00,201.52676,201.67311,201.52421,201.57812
2026-04-11 16:15:00,201.52662,201.59967,201.52419,201.53116
2026-04-11 16:00:00,201.53169,201.56997,201.52685,201.52754
2026-04-11 15:45:00,201.52718,201.62391,201.52457,201.5307
2026-04-11 15:30:00,201.55069,201.5575,201.52388,201.52888
2026-04-11 15:15:00,201.52988,201.57919,201.52079,201.55355
2026-04-11 15:00:00,201.53519,201.66992,201.52901,201.5316
2026-04-11 14:45:00,201.52962,201.60616,201.51852,201.53004
2026-04-11 14:30:00,201.55247,201.60963,201.52804,201.53052
2026-04-11 14:15:00,201.54206,201.71946,201.52472,201.55545
2026-04-11 14:00:00,201.53051,201.60036,201.5256,201.54465
2026-04-11 13:45:00,201.52862,201.6957,201.52026,201.52946
2026-04-11 13:30:00,201.53619,201.54253,201.52435,201.52877
2026-04-11 13:15:00,201.52927,201.65744,201.52268,201.5398
2026-04-11 13:00:00,201.54886,201.56847,201.52728,201.53249
2026-04-11 12:45:00,201.52799,201.61755,201.52227,201.54856
2026-04-11 12:30:00,201.52849,201.56957,201.52744,201.52749
2026-04-11 12:15:00,201.52884,201.5379,201.52502,201.53213
2026-04-11 12:00:00,201.52786,201.56893,201.5244,201.53266
2026-04-11 11:45:00,201.5562,201.58164,201.52513,201.52756
2026-04-11 11:30:00,201.52919,201.69611,201.52335,201.55508
2026-04-11 11:15:00,201.53157,201.58203,201.52631,201.53221
2026-04-11 11:00:00,201.5307,201.61344,201.5248,201.53582
2026-04-11 10:45:00,201.52639,201.5664,201.52211,201.53105
2026-04-11 10:30:00,201.53882,201.54194,201.52483,201.52503
2026-04-11 10:15:00,201.5275,201.63568,201.52432,201.54156
