datetime,open,high,low,close
2026-04-12 00:00:00,186.72947,186.74842,186.72649,186.74246
2026-04-11 23:00:00,186.71432,186.73912,186.69796,186.7315
2026-04-11 22:00:00,186.67192,186.71732,186.66956,186.71676
2026-04-11 21:00:00,186.54417,186.67979,186.53782,186.67513
2026-04-11 20:00:00,186.54323,186.65987,186.53329,186.54721
2026-04-11 19:00:00,186.54323,186.62172,186.52019,186.54701
2026-04-11 18:00:00,186.56019,186.61314,186.53429,186.54741
2026-04-11 17:00:00,186.54442,186.62864,186.53893,186.56303
2026-04-11 16:00:00,186.54408,186.6242,186.53513,186.54842
2026-04-11 15:00:00,186.54525,186.63592,186.53881,186.54769
2026-04-11 14:00:00,186.54227,186.78639,186.53699,186.5488
2026-04-11 13:00:00,186.55909,186.62479,186.53245,186.54491
2026-04-11 12:00:00,186.54293,186.62132,186.53554,186.55795
2026-04-11 11:00:00,186.54386,186.61991,186.52879,186.54407
2026-04-11 10:00:00,186.69721,186.73938,186.53618,186.54433
2026-04-11 09:00:00,186.71002,186.8012,186.63215,186.69955
2026-04-11 08:00:00,186.72959,186.79063,186.66804,186.71177
2026-04-11 07:00:00,186.78437,186.80327,186.66735,186.73115
2026-04-11 06:00:00,186.8374,186.86968,186.76229,186.78735
2026-04-11 05:00:00,186.85796,186.87484,186.805,186.83692
2026-04-11 04:00:00,186.74714,186.89235,186.72582,186.85649
2026-04-11 03:00:00,186.68488,186.76831,186.67861,186.74652
2026-04-11 02:00:00,186.66969,186.74403,186.63021,186.6848
2026-04-11 01:00:00,186.66594,186.73314,186.54272,186.66954
2026-04-11 00:00:00,186.68872,186.79096,186.63407,186.66417
2026-04-10 23:00:00,186.54784,186.71812,186.5218,186.69152
2026-04-10 22:00:00,186.47951,186.56911,186.31669,186.5518
2026-04-10 21:00:00,186.48199,186.55809,186.4471,186.48152
2026-04-10 20:00:00,186.48701,186.55436,186.46294,186.4851
2026-04-10 19:00:00,186.18106,186.5143,186.09988,186.49156
2026-04-10 18:00:00,186.11939,186.18768,186.06531,186.18765
2026-04-10 17:00:00,186.11592,186.1856,186.07629,186.12136
2026-04-10 16:00:00,186.18291,186.21196,186.09602,186.12056
2026-04-10 15:00:00,186.12289,186.19243,186.11412,186.18547
2026-04-10 14:00:00,186.14403,186.17681,186.10475,186.12742
2026-04-10 13:00:00,186.07999,186.15708,186.05489,186.14696
2026-04-10 12:00:00,185.96961,186.09305,185.95445,186.08294
2026-04-10 11:00:00,186.05168,186.11963,185.97088,185.97242
2026-04-10 10:00:00,186.01525,186.1163,185.99469,186.05053
2026-04-10 09:00:00,186.04079,186.07117,186.0077,186.01593
2026-04-10 08:00:00,186.0605,186.07764,186.00615,186.04214
2026-04-10 07:00:00,186.01305,186.07496,185.9595,186.05953
2026-04-10 06:00:00,186.14663,186.16548,185.99332,186.01171
2026-04-10 05:00:00,186.03452,186.232,186.02226,186.14389
2026-04-10 04:00:00,185.98701,186.05678,185.9477,186.03147
2026-04-10 03:00:00,185.92303,186.08602,185.91556,185.98536
2026-04-10 02:00:00,185.96743,185.98185,185.79968,185.92153
2026-04-10 01:00:00,186.02363,186.2439,185.93791,185.96719
2026-04-10 00:00:00,185.84439,186.04927,185.79125,186.02345
2026-04-09 23:00:00,185.82451,185.8924,185.73445,185.84459
2026-04-09 22:00:00,185.72468,185.89239,185.68123,185.82459
2026-04-09 21:00:00,185.70542,185.73056,185.64842,185.72533
2026-04-09 20:00:00,185.60747,185.7334,185.59989,185.70314
2026-04-09 19:00:00,185.582,185.68609,185.57396,185.61183
2026-04-09 18:00:00,185.3866,185.61852,185.37871,185.5875
2026-04-09 17:00:00,185.2102,185.39885,185.20132,185.39395
2026-04-09 16:00:00,185.23365,185.27816,185.15392,185.21706
2026-04-09 15:00:00,185.20344,185.25907,185.16211,185.2383
2026-04-09 14:00:00,185.14982,185.22692,185.11449,185.20669
2026-04-09 13:00:00,185.17292,185.21018,185.11428,185.15421
2026-04-09 12:00:00,185.2293,185.26395,185.16126,185.17573
2026-04-09 11:00:00,185.19265,185.23827,185.14359,185.23313
2026-04-09 10:00:00,184.98074,185.20427,184.95494,185.19574
2026-04-09 09:00:00,184.9358,185.01861,184.92706,184.98394
2026-04-09 08:00:00,184.96873,184.98471,184.90729,184.93872
2026-04-09 07:00:00,184.94306,185.07481,184.8652,184.97202
2026-04-09 06:00:00,184.98454,185.01667,184.925,184.94546
2026-04-09 05:00:00,184.93054,185.03297,184.87636,184.98223
2026-04-09 04:00:00,185.00605,185.06813,184.90406,184.93113
2026-04-09 03:00:00,185.07301,185.11813,184.97329,185.00689
2026-04-09 02:00:00,185.11403,185.14016,185.0231,185.07249
2026-04-09 01:00:00,185.11801,185.23588,185.08237,185.11387
2026-04-09 00:00:00,185.09219,185.23321,185.06842,185.11823
2026-04-08 23:00:00,185.0963,185.14133,184.98541,185.08822
2026-04-08 22:00:00,185.15166,185.19459,185.00314,185.09465
2026-04-08 21:00:00,185.20483,185.33473,185.1465,185.15171
2026-04-08 20:00:00,185.12081,185.22895,185.10019,185.20533
2026-04-08 19:00:00,184.99661,185.16261,184.953,185.12146
2026-04-08 18:00:00,185.04495,185.09019,184.87811,184.99982
2026-04-08 17:00:00,185.03498,185.08049,184.94026,185.04527
2026-04-08 16:00:00,185.06632,185.11186,184.90124,185.03966
2026-04-08 15:00:00,184.90228,185.1947,184.86625,185.06861
2026-04-08 14:00:00,184.90456,185.02756,184.89699,184.90776
2026-04-08 13:00:00,184.96364,184.97839,184.82991,184.91097
2026-04-08 12:00:00,184.9587,185.0913,184.88814,184.96847
2026-04-08 11:00:00,185.19565,185.26485,184.93527,184.96467
2026-04-08 10:00:00,185.504,185.54789,185.06714,185.1998
2026-04-08 09:00:00,185.3914,185.57294,185.23665,185.50767
2026-04-08 08:00:00,185.06214,185.43617,184.96,185.38814
2026-04-08 07:00:00,185.11465,185.19035,185.04578,185.05513
2026-04-08 06:00:00,185.02365,185.17953,185.00592,185.11798
2026-04-08 05:00:00,185.01214,185.15029,184.95971,185.02174
2026-04-08 04:00:00,185.00331,185.0236,184.95081,185.01078
2026-04-08 03:00:00,185.03251,185.05329,184.93554,185.00373
2026-04-08 02:00:00,185.04286,185.06825,184.97421,185.02918
2026-04-08 01:00:00,185.11829,185.15762,185.02248,185.04556
2026-04-08 00:00:00,184.89384,185.17381,184.86638,185.1176
2026-04-07 23:00:00,184.71978,184.90595,184.69752,184.89109
2026-04-07 22:00:00,184.76423,184.82366,184.71349,184.71927
2026-04-07 21:00:00,184.61129,184.77261,184.56497,184.7633
2026-04-07 20:00:00,184.59337,184.61076,184.46652,184.61076
2026-04-07 19:00:00,184.6095,184.64702,184.55711,184.59336
2026-04-07 18:00:00,184.53244,184.70287,184.42423,184.60953
2026-04-07 17:00:00,184.45646,184.54892,184.41724,184.53383
2026-04-07 16:00:00,184.30914,184.47772,184.28554,184.46135
2026-04-07 15:00:00,184.31151,184.3842,184.2753,184.31218
2026-04-07 14:00:00,184.36729,184.37378,184.2862,184.31543
2026-04-07 13:00:00,184.34336,184.38426,184.3209,184.36965
2026-04-07 12:00:00,184.35137,184.36722,184.29493,184.34524
2026-04-07 11:00:00,184.40558,184.43804,184.33441,184.35604
2026-04-07 10:00:00,184.30887,184.42561,184.3017,184.41127
2026-04-07 09:00:00,184.31272,184.32896,184.27985,184.31319
2026-04-07 08:00:00,184.33976,184.3439,184.26782,184.31638
2026-04-07 07:00:00,184.32532,184.40067,184.2561,184.34211
2026-04-07 06:00:00,184.33279,184.37042,184.32068,184.3283
2026-04-07 05:00:00,184.37754,184.3888,184.31863,184.33369
2026-04-07 04:00:00,184.40678,184.46907,184.34465,184.3792
2026-04-07 03:00:00,184.3545,184.45895,184.32144,184.40867
2026-04-07 02:00:00,184.3904,184.40284,184.32206,184.35411
2026-04-07 01:00:00,184.36093,184.42516,184.32066,184.39072
2026-04-07 00:00:00,184.37815,184.46542,184.32343,184.3587
2026-04-06 23:00:00,184.18218,184.37807,184.14875,184.37807
2026-04-06 22:00:00,184.2339,184.24996,184.1539,184.18343
2026-04-06 21:00:00,184.16492,184.24305,184.15242,184.233
2026-04-06 20:00:00,184.16494,184.21314,184.08255,184.16457
2026-04-06 19:00:00,184.19371,184.25426,184.12861,184.1645
2026-04-06 18:00:00,184.3374,184.38518,184.17197,184.19362
2026-04-06 17:00:00,184.08963,184.4325,184.04476,184.3375
2026-04-06 16:00:00,183.92112,184.10778,183.85878,184.09164
2026-04-06 15:00:00,183.90534,183.96528,183.88464,183.92086
2026-04-06 14:00:00,183.8869,183.91108,183.82771,183.9064
2026-04-06 13:00:00,183.83812,183.89206,183.79965,183.88897
2026-04-06 12:00:00,183.76051,183.9389,183.74243,183.84021
2026-04-06 11:00:00,183.92316,183.92699,183.71857,183.76617
2026-04-06 10:00:00,183.91828,184.01213,183.8541,183.92297
2026-04-06 09:00:00,183.87183,183.94212,183.78911,183.92208
2026-04-06 08:00:00,184.00738,184.01401,183.7755,183.87442
2026-04-06 07:00:00,183.97886,184.08595,183.82021,184.00501
2026-04-06 06:00:00,183.90882,184.12403,183.82791,183.98092
2026-04-06 05:00:00,183.74797,184.07593,183.02036,183.91172
2026-04-06 04:00:00,183.91621,183.92277,183.31574,183.75118
2026-04-06 03:00:00,183.87811,183.95846,183.8227,183.91763
2026-04-06 02:00:00,183.9424,183.95038,183.87563,183.87891
2026-04-06 01:00:00,184.03195,184.03996,183.93991,183.94237
2026-04-06 00:00:00,183.74537,184.16412,183.69172,184.03118
2026-04-05 23:00:00,183.85253,183.86053,183.70995,183.74463
2026-04-05 22:00:00,183.85253,183.86054,183.85005,183.85129
2026-04-05 21:00:00,183.92867,183.93744,183.80428,183.85115
2026-04-05 20:00:00,183.92867,183.93668,183.92618,183.9274
